row_id,icd9_code,short_title,long_title
609,1800,Acute miliary tb-unspec,"Acute miliary tuberculosis, unspecified"
610,1801,Acute miliary tb-no exam,"Acute miliary tuberculosis, bacteriological or histological examination not done"
611,1802,Ac miliary tb-exam unkn,"Acute miliary tuberculosis, bacteriological or histological examination unknown (at present)"
612,1803,Ac miliary tb-micro dx,"Acute miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
613,1804,Acute miliary tb-cult dx,"Acute miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
614,1805,Ac miliary tb-histo dx,"Acute miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
615,1806,Ac miliary tb-oth test,"Acute miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
616,1880,Miliary TB NEC-unspec,"Other specified miliary tuberculosis, unspecified"
617,1881,Miliary TB NEC-no exam,"Other specified miliary tuberculosis, bacteriological or histological examination not done"
618,1882,Miliary TB NEC-exam unkn,"Other specified miliary tuberculosis, bacteriological or histological examination unknown (at present)"
619,1883,Miliary TB NEC-micro dx,"Other specified miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
620,1884,Miliary TB NEC-cult dx,"Other specified miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
621,1885,Miliary TB NEC-histo dx,"Other specified miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
622,1886,Miliary TB NEC-oth test,"Other specified miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
623,1890,Miliary TB NOS-unspec,"Miliary tuberculosis, unspecified, unspecified"
624,1891,Miliary TB NOS-no exam,"Miliary tuberculosis, unspecified, bacteriological or histological examination not done"
625,1892,Miliary TB NOS-exam unkn,"Miliary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
633,360,Meningococcal meningitis,Meningococcal meningitis
634,361,Meningococc encephalitis,Meningococcal encephalitis
635,362,Meningococcemia,Meningococcemia
636,363,Meningococc adrenal synd,"Waterhouse-Friderichsen syndrome, meningococcal"
637,3640,Meningococc carditis NOS,"Meningococcal carditis, unspecified"
638,3641,Meningococc pericarditis,Meningococcal pericarditis
639,3642,Meningococc endocarditis,Meningococcal endocarditis
640,3643,Meningococc myocarditis,Meningococcal myocarditis
641,3681,Meningococc optic neurit,Meningococcal optic neuritis
642,3682,Meningococc arthropathy,Meningococcal arthropathy
643,3689,Meningococcal infect NEC,Other specified meningococcal infections
644,369,Meningococcal infect NOS,"Meningococcal infection, unspecified"
645,37,Tetanus,Tetanus
646,380,Streptococcal septicemia,Streptococcal septicemia
647,3810,Staphylcocc septicem NOS,"Staphylococcal septicemia, unspecified"
648,3811,Meth susc Staph aur sept,Methicillin susceptible Staphylococcus aureus septicemia
649,3812,MRSA septicemia,Methicillin resistant Staphylococcus aureus septicemia
650,3819,Staphylcocc septicem NEC,Other staphylococcal septicemia
651,382,Pneumococcal septicemia,Pneumococcal septicemia [Streptococcus pneumoniae septicemia]
652,383,Anaerobic septicemia,Septicemia due to anaerobes
653,3840,Gram-neg septicemia NOS,"Septicemia due to gram-negative organism, unspecified"
654,3841,H. influenae septicemia,Septicemia due to hemophilus influenzae [H. influenzae]
655,3842,E coli septicemia,Septicemia due to escherichia coli [E. coli]
656,3843,Pseudomonas septicemia,Septicemia due to pseudomonas
657,3844,Serratia septicemia,Septicemia due to serratia
658,3849,Gram-neg septicemia NEC,Other septicemia due to gram-negative organisms
659,388,Septicemia NEC,Other specified septicemias
660,389,Septicemia NOS,Unspecified septicemia
662,391,Pulmonary actinomycosis,Pulmonary actinomycotic infection
663,392,Abdominal actinomycosis,Abdominal actinomycotic infection
668,400,Gas gangrene,Gas gangrene
671,403,Necrobacillosis,Necrobacillosis
673,4042,Wound botulism,Wound botulism
674,4081,Tropical pyomyositis,Tropical pyomyositis
675,4082,Toxic shock syndrome,Toxic shock syndrome
677,4100,Streptococcus unspecf,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified"
678,4101,Streptococcus group a,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group A"
679,4102,Streptococcus group b,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group B"
680,4103,Streptococcus group c,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group C"
681,4104,Enterococcus group d,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group D [Enterococcus]"
682,4105,Streptococcus group g,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group G"
683,1893,Miliary TB NOS-micro dx,"Miliary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
684,1894,Miliary TB NOS-cult dx,"Miliary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
685,1895,Miliary TB NOS-histo dx,"Miliary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
686,1896,Miliary TB NOS-oth test,"Miliary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
688,201,Cellulocutaneous plague,Cellulocutaneous plague
689,202,Septicemic plague,Septicemic plague
690,203,Primary pneumonic plague,Primary pneumonic plague
691,204,Secondary pneumon plague,Secondary pneumonic plague
692,205,Pneumonic plague NOS,"Pneumonic plague, unspecified"
695,210,Ulceroglandul tularemia,Ulceroglandular tularemia
696,211,Enteric tularemia,Enteric tularemia
697,212,Pulmonary tularemia,Pulmonary tularemia
698,213,Oculoglandular tularemia,Oculoglandular tularemia
699,218,Tularemia NEC,Other specified tularemia
700,219,Tularemia NOS,Unspecified tularemia
701,220,Cutaneous anthrax,Cutaneous anthrax
702,221,Pulmonary anthrax,Pulmonary anthrax
703,222,Gastrointestinal anthrax,Gastrointestinal anthrax
704,223,Anthrax septicemia,Anthrax septicemia
705,228,Other anthrax manifest,Other specified manifestations of anthrax
706,229,Anthrax NOS,"Anthrax, unspecified"
707,230,Brucella melitensis,Brucella melitensis
708,231,Brucella abortus,Brucella abortus
709,232,Brucella suis,Brucella suis
710,233,Brucella canis,Brucella canis
711,238,Brucellosis NEC,Other brucellosis
712,239,Brucellosis NOS,"Brucellosis, unspecified"
715,260,Spirillary fever,Spirillary fever
716,261,Streptobacillary fever,Streptobacillary fever
739,3282,Diphtheritic myocarditis,Diphtheritic myocarditis
740,3283,Diphtheritic peritonitis,Diphtheritic peritonitis
745,1302,TB meningitis-exam unkn,"Tuberculous meningitis, bacteriological or histological examination unknown (at present)"
746,1303,TB meningitis-micro dx,"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy"
747,1304,TB meningitis-cult dx,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
748,1305,TB meningitis-histo dx,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
749,1306,TB meningitis-oth test,"Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
750,1310,Tubrclma meninges-unspec,"Tuberculoma of meninges, unspecified"
751,1311,Tubrclma mening-no exam,"Tuberculoma of meninges, bacteriological or histological examination not done"
752,1312,Tubrclma menin-exam unkn,"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)"
753,1313,Tubrclma mening-micro dx,"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy"
754,1314,Tubrclma mening-cult dx,"Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
755,1315,Tubrclma mening-histo dx,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
756,1316,Tubrclma mening-oth test,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
764,1330,TB brain abscess-unspec,"Tuberculous abscess of brain, unspecified"
765,1331,TB brain abscess-no exam,"Tuberculous abscess of brain, bacteriological or histological examination not done"
766,1332,TB brain absc-exam unkn,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)"
767,1333,TB brain absc-micro dx,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy"
768,1334,TB brain abscess-cult dx,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
769,1335,TB brain absc-histo dx,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
770,1336,TB brain absc-oth test,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
778,1350,TB sp crd abscess-unspec,"Tuberculous abscess of spinal cord, unspecified"
779,1351,TB sp crd absc-no exam,"Tuberculous abscess of spinal cord, bacteriological or histological examination not done"
780,1352,TB sp crd absc-exam unkn,"Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)"
781,1353,TB sp crd absc-micro dx,"Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy"
782,1354,TB sp crd absc-cult dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
783,1355,TB sp crd absc-histo dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
784,1356,TB sp crd absc-oth test,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
785,1360,TB encephalitis-unspec,"Tuberculous encephalitis or myelitis, unspecified"
786,1361,TB encephalitis-no exam,"Tuberculous encephalitis or myelitis, bacteriological or histological examination not done"
787,1362,TB encephalit-exam unkn,"Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)"
788,1363,TB encephalitis-micro dx,"Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy"
789,1364,TB encephalitis-cult dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
790,1365,TB encephalitis-histo dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
791,1366,TB encephalitis-oth test,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
792,1380,Cns TB NEC-unspec,"Other specified tuberculosis of central nervous system, unspecified"
793,1381,Cns TB NEC-no exam,"Other specified tuberculosis of central nervous system, bacteriological or histological examination not done"
794,1382,Cns TB NEC-exam unkn,"Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
795,1383,Cns TB NEC-micro dx,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
796,1384,Cns TB NEC-cult dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
797,1385,Cns TB NEC-histo dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
798,1386,Cns TB NEC-oth test,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
